caseid,task,arrive:timestamp,start:timestamp,time:timestamp,role,open_cases,st_tsk_wip,queue,event_nr,hour,month,timesincecasestart,timesincelastevent,timesincemidnight,weekday,attrib_trace,label
102554,Traer informacion estudiante - banner,2016-03-17 13:20:52,2016-03-17 13:20:52,2016-03-17 13:20:52,15057,68,0.0,0,1,13,3,65217.01666665,65217.01666665,800.8666666666667,4,{'lifecycle:transition': 'complete'},deviant
102311,Homologacion por grupo de cursos,2016-03-17 05:53:17,2016-03-17 06:01:31,2016-03-17 13:58:36,22491,67,0.5632560483870968,0,6,6,3,64777.66666665,936.0333333333333,361.51666666666665,4,{'lifecycle:transition': 'complete'},deviant
102556,Traer informacion estudiante - banner,2016-03-17 14:04:53,2016-03-17 14:04:53,2016-03-17 14:04:53,10183,69,0.0,0,1,14,3,65261.03333331667,65261.03333331667,844.8833333333333,4,{'lifecycle:transition': 'complete'},deviant
102311,Validar solicitud / pre-homologacion,2016-03-17 13:58:36,2016-03-17 14:14:34,2016-03-17 14:17:06,22491,68,0.012852822580645162,0,7,14,3,65270.716666650005,493.05,854.5666666666667,4,{'lifecycle:transition': 'complete'},deviant
102557,Traer informacion estudiante - banner,2016-03-17 14:21:23,2016-03-17 14:21:23,2016-03-17 14:21:23,3149,69,0.0,0,1,14,3,65277.53333331667,65277.53333331667,861.3833333333333,4,{'lifecycle:transition': 'complete'},deviant
102303,Homologacion por grupo de cursos,2016-03-16 20:36:34,2016-03-17 06:10:03,2016-03-17 14:21:26,19019,79,0.5632560483870968,7,6,20,3,64212.78333331667,485.6166666666667,1236.6333333333334,3,{'lifecycle:transition': 'complete'},deviant
102353,Cancelar Solicitud,2016-03-17 05:54:03,2016-03-17 14:21:26,2016-03-17 14:22:18,19019,67,0.26537298387096775,4,4,5,3,64770.26666665,846.6666666666666,354.1166666666667,4,{'lifecycle:transition': 'complete'},deviant
101551,Homologacion por grupo de cursos,2016-03-15 21:50:32,2016-03-17 14:22:18,2016-03-17 14:22:18,19019,58,0.5632560483870968,0,4,6,3,64803.34999998334,1971.0166666666667,387.2,4,{'lifecycle:transition': 'complete'},deviant
102404,Radicar Solicitud Homologacion,2016-03-17 06:10:03,2016-03-17 14:22:18,2016-03-17 14:31:11,19019,67,0.10231854838709678,2,2,6,3,64805.816666650004,743.0,389.6666666666667,4,{'lifecycle:transition': 'complete'},deviant
102501,Traer informacion estudiante - banner,2016-03-17 06:33:15,2016-03-17 14:31:11,2016-03-17 14:31:11,19019,68,0.0,3,1,6,3,64809.39999998334,64809.39999998334,393.25,4,{'lifecycle:transition': 'complete'},regular
102351,Radicar Solicitud Homologacion,2016-03-17 05:53:17,2016-03-17 14:31:11,2016-03-17 14:35:33,19019,67,0.10231854838709678,5,2,6,3,64811.199999983335,904.5166666666667,395.05,4,{'lifecycle:transition': 'complete'},deviant
102358,Radicar Solicitud Homologacion,2016-03-17 05:54:03,2016-03-17 14:35:33,2016-03-17 14:35:43,19019,67,0.10231854838709678,3,2,6,3,64821.16666665,764.05,405.01666666666665,4,{'lifecycle:transition': 'complete'},regular
101552,Homologacion por grupo de cursos,2016-03-15 22:18:02,2016-03-17 14:35:43,2016-03-17 14:35:43,19019,59,0.5632560483870968,0,4,7,3,64848.76666665,1988.9833333333333,432.6166666666667,4,{'lifecycle:transition': 'complete'},deviant
102402,Notificacion estudiante cancelacion soli,2016-03-17 06:10:03,2016-03-17 14:35:43,2016-03-17 14:35:43,19019,67,0.0,3,4,13,3,65227.23333331667,1166.65,811.0833333333334,4,{'lifecycle:transition': 'complete'},deviant
102303,Validar solicitud / pre-homologacion,2016-03-17 14:21:26,2016-03-17 14:35:43,2016-03-17 14:41:32,19019,69,0.012852822580645162,8,7,14,3,65277.64999998334,1064.8666666666666,861.5,4,{'lifecycle:transition': 'complete'},deviant
102353,Revisar curso,2016-03-17 14:22:18,2016-03-17 14:41:32,2016-03-17 14:41:32,19019,69,0.04788306451612903,8,5,14,3,65297.333333316674,527.0666666666667,881.1833333333333,4,{'lifecycle:transition': 'complete'},deviant
102651,Traer informacion estudiante - banner,2016-03-17 14:47:35,2016-03-17 14:47:35,2016-03-17 14:47:35,5506,68,0.0,0,1,14,3,65303.73333331667,65303.73333331667,887.5833333333334,4,{'lifecycle:transition': 'complete'},deviant
102652,Traer informacion estudiante - banner,2016-03-17 15:05:35,2016-03-17 15:05:35,2016-03-17 15:05:35,5506,69,0.0,0,1,15,3,65321.73333331667,65321.73333331667,905.5833333333334,4,{'lifecycle:transition': 'complete'},deviant
102554,Radicar Solicitud Homologacion,2016-03-17 13:20:52,2016-03-17 15:41:50,2016-03-17 15:45:50,15057,68,0.10231854838709678,0,2,15,3,65357.98333331667,140.96666666666667,941.8333333333334,4,{'lifecycle:transition': 'complete'},deviant
102353,Notificacion estudiante cancelacion soli,2016-03-17 14:41:32,2016-03-17 16:05:48,2016-03-17 16:05:48,19019,67,0.0,0,6,16,3,65381.949999983335,84.61666666666666,965.8,4,{'lifecycle:transition': 'complete'},deviant
102351,Notificacion estudiante cancelacion soli,2016-03-17 14:35:33,2016-03-17 16:38:35,2016-03-17 16:38:35,22475,69,0.0,0,3,16,3,65414.73333331667,603.5333333333333,998.5833333333334,4,{'lifecycle:transition': 'complete'},deviant
102601,Traer informacion estudiante - banner,2016-03-17 16:43:14,2016-03-17 16:43:14,2016-03-17 16:43:14,1515,69,0.0,0,1,16,3,65419.38333331667,65419.38333331667,1003.2333333333333,4,{'lifecycle:transition': 'complete'},regular
102602,Traer informacion estudiante - banner,2016-03-17 16:54:24,2016-03-17 16:54:24,2016-03-17 16:54:24,1515,70,0.0,0,1,16,3,65430.549999983334,65430.549999983334,1014.4,4,{'lifecycle:transition': 'complete'},regular
102603,Traer informacion estudiante - banner,2016-03-17 16:59:35,2016-03-17 16:59:35,2016-03-17 16:59:35,1515,71,0.0,0,1,16,3,65435.73333331667,65435.73333331667,1019.5833333333334,4,{'lifecycle:transition': 'complete'},regular
102358,Validar solicitud,2016-03-17 14:35:43,2016-03-17 17:07:20,2016-03-17 17:46:15,19019,69,0.24168346774193547,3,3,17,3,65443.48333331667,622.3166666666667,1027.3333333333333,4,{'lifecycle:transition': 'complete'},regular
102701,Traer informacion estudiante - banner,2016-03-17 17:55:25,2016-03-17 17:55:25,2016-03-17 17:55:25,5506,72,0.0,0,1,17,3,65491.566666650004,65491.566666650004,1075.4166666666667,4,{'lifecycle:transition': 'complete'},regular
102404,Validar solicitud,2016-03-17 14:31:11,2016-03-17 16:00:42,2016-03-17 18:00:42,1707,69,0.24168346774193547,0,3,16,3,65376.84999998334,571.0333333333333,960.7,4,{'lifecycle:transition': 'complete'},deviant
102506,Validar solicitud,2016-03-17 11:57:13,2016-03-17 14:33:57,2016-03-17 18:03:15,261,67,0.24168346774193547,0,3,14,3,65290.09999998334,176.11666666666667,873.95,4,{'lifecycle:transition': 'complete'},deviant
102501,Radicar Solicitud Homologacion,2016-03-17 14:31:11,2016-03-17 18:38:25,2016-03-17 18:38:25,19019,69,0.10231854838709678,5,2,18,3,65534.566666650004,725.1666666666666,1118.4166666666667,4,{'lifecycle:transition': 'complete'},regular
102554,Cancelar Solicitud,2016-03-17 15:45:50,2016-03-17 20:30:15,2016-03-17 20:42:15,677,69,0.26537298387096775,0,3,20,3,65646.39999998333,288.4166666666667,1230.25,4,{'lifecycle:transition': 'complete'},deviant
101803,Homologacion por grupo de cursos,2016-03-17 12:16:43,2016-03-17 20:36:20,2016-03-17 20:56:20,3445,67,0.5632560483870968,0,6,20,3,65652.48333331668,499.6166666666667,1236.3333333333333,4,{'lifecycle:transition': 'complete'},regular
102556,Radicar Solicitud Homologacion,2016-03-17 14:04:53,2016-03-17 21:07:51,2016-03-17 21:07:51,10183,69,0.10231854838709678,0,2,21,3,65683.99999998334,422.96666666666664,1267.85,4,{'lifecycle:transition': 'complete'},deviant
102557,Radicar Solicitud Homologacion,2016-03-17 14:21:23,2016-03-17 21:24:21,2016-03-17 21:24:21,3149,69,0.10231854838709678,0,2,21,3,65700.49999998334,422.96666666666664,1284.35,4,{'lifecycle:transition': 'complete'},deviant
102001,Homologacion por grupo de cursos,2016-03-17 06:29:38,2016-03-17 15:45:50,2016-03-17 21:38:14,957,67,0.5632560483870968,0,5,15,3,65361.98333331667,556.2,945.8333333333334,4,{'lifecycle:transition': 'complete'},regular
102751,Traer informacion estudiante - banner,2016-03-17 21:47:41,2016-03-17 21:47:41,2016-03-17 21:47:41,8064,73,0.0,0,1,21,3,65723.83333331667,65723.83333331667,1307.6833333333334,4,{'lifecycle:transition': 'complete'},deviant
102651,Radicar Solicitud Homologacion,2016-03-17 14:47:35,2016-03-17 22:03:05,2016-03-17 22:03:09,5506,68,0.10231854838709678,0,2,22,3,65739.23333331668,435.5,1323.0833333333333,4,{'lifecycle:transition': 'complete'},deviant
102652,Radicar Solicitud Homologacion,2016-03-17 15:05:35,2016-03-17 22:08:33,2016-03-17 22:08:39,5506,69,0.10231854838709678,0,2,22,3,65744.69999998334,422.96666666666664,1328.55,4,{'lifecycle:transition': 'complete'},deviant
102404,Revisar curso,2016-03-17 18:00:42,2016-03-17 20:36:53,2016-03-17 22:56:20,186,72,0.04788306451612903,0,4,20,3,65653.03333331666,276.18333333333334,1236.8833333333334,4,{'lifecycle:transition': 'complete'},deviant
102603,Radicar Solicitud Homologacion,2016-03-17 16:59:35,2016-03-18 00:21:29,2016-03-18 00:21:31,1515,71,0.10231854838709678,0,2,0,3,65877.63333331667,441.9,21.483333333333334,5,{'lifecycle:transition': 'complete'},regular
102602,Radicar Solicitud Homologacion,2016-03-17 16:54:24,2016-03-18 00:29:35,2016-03-18 00:29:40,1515,70,0.10231854838709678,0,2,0,3,65885.73333331668,455.18333333333334,29.583333333333332,5,{'lifecycle:transition': 'complete'},regular
102601,Radicar Solicitud Homologacion,2016-03-17 16:43:14,2016-03-18 00:31:57,2016-03-18 00:32:04,1515,69,0.10231854838709678,0,2,0,3,65888.09999998334,468.71666666666664,31.95,5,{'lifecycle:transition': 'complete'},regular
102358,Revisar curso,2016-03-17 17:46:15,2016-03-17 22:02:47,2016-03-18 00:48:40,22534,71,0.04788306451612903,0,4,22,3,65738.93333331667,295.45,1322.7833333333333,4,{'lifecycle:transition': 'complete'},regular
102701,Radicar Solicitud Homologacion,2016-03-17 17:55:25,2016-03-18 01:04:17,2016-03-18 01:04:20,5506,72,0.10231854838709678,0,2,1,3,65920.43333331667,428.8666666666667,64.28333333333333,5,{'lifecycle:transition': 'complete'},regular
102506,Homologacion por grupo de cursos,2016-03-17 18:03:15,2016-03-17 21:06:30,2016-03-18 01:19:25,308,72,0.5632560483870968,0,4,21,3,65682.64999998333,392.55,1266.5,4,{'lifecycle:transition': 'complete'},deviant
102501,Validar solicitud,2016-03-17 18:38:25,2016-03-18 01:15:12,2016-03-18 02:32:26,677,72,0.24168346774193547,0,3,1,3,65931.34999998334,396.78333333333336,75.2,5,{'lifecycle:transition': 'complete'},regular
101802,Cancelar Solicitud,2016-03-15 17:26:36,2016-03-18 02:32:26,2016-03-18 02:42:51,677,54,0.26537298387096775,0,3,1,3,65949.79999998334,3367.0833333333335,93.65,5,{'lifecycle:transition': 'complete'},deviant
101803,Validacion final,2016-03-17 20:56:20,2016-03-18 04:20:54,2016-03-18 04:40:54,677,72,0.010080645161290322,0,7,4,3,66117.04999998334,464.56666666666666,260.9,5,{'lifecycle:transition': 'complete'},regular
102404,Homologacion por grupo de cursos,2016-03-17 22:56:20,2016-03-18 02:20:39,2016-03-18 04:44:39,1707,73,0.5632560483870968,0,5,2,3,65996.79999998334,343.76666666666665,140.65,5,{'lifecycle:transition': 'complete'},deviant
102751,Radicar Solicitud Homologacion,2016-03-17 21:47:41,2016-03-18 05:02:04,2016-03-18 05:04:05,8064,73,0.10231854838709678,0,2,5,3,66158.21666665,434.3833333333333,302.06666666666666,5,{'lifecycle:transition': 'complete'},deviant
101852,Cancelar Solicitud,2016-03-15 20:04:50,2016-03-18 05:26:54,2016-03-18 05:34:54,677,57,0.26537298387096775,0,3,5,3,66183.04999998334,3442.0666666666666,326.9,5,{'lifecycle:transition': 'complete'},deviant
102404,Evaluacion curso,2016-03-18 04:44:39,2016-03-18 05:58:39,2016-03-18 06:03:11,186,72,0.07787298387096774,0,6,5,3,66214.79999998334,218.0,358.65,5,{'lifecycle:transition': 'complete'},deviant
101853,Cancelar Solicitud,2016-03-15 20:07:55,2016-03-18 06:04:57,2016-03-18 06:12:57,677,56,0.26537298387096775,0,3,6,3,66221.09999998334,3477.0333333333333,364.95,5,{'lifecycle:transition': 'complete'},deviant
102404,Validar solicitud / pre-homologacion,2016-03-18 06:03:11,2016-03-18 06:40:27,2016-03-18 06:40:27,1707,72,0.012852822580645162,0,7,6,3,66256.59999998334,41.8,400.45,5,{'lifecycle:transition': 'complete'},deviant
102602,Validar solicitud,2016-03-18 00:29:40,2016-03-18 07:08:58,2016-03-18 07:22:58,677,73,0.24168346774193547,0,3,7,3,66285.11666665,399.3833333333333,428.96666666666664,5,{'lifecycle:transition': 'complete'},regular
101854,Cancelar Solicitud,2016-03-15 20:46:10,2016-03-18 07:22:58,2016-03-18 07:30:58,677,57,0.26537298387096775,0,3,7,3,66296.53333331666,3514.2166666666667,440.3833333333333,5,{'lifecycle:transition': 'complete'},deviant
101803,Visto Bueno Cierre Proceso,2016-03-18 04:40:54,2016-03-18 07:41:53,2016-03-18 07:41:53,3445,72,0.03276209677419355,0,8,7,3,66318.03333331666,200.98333333333332,461.8833333333333,5,{'lifecycle:transition': 'complete'},regular
102701,Validar solicitud,2016-03-18 01:04:20,2016-03-18 07:51:08,2016-03-18 07:52:09,22475,73,0.24168346774193547,0,3,7,3,66327.28333331666,406.85,471.1333333333333,5,{'lifecycle:transition': 'complete'},regular
101901,Cancelar Solicitud,2016-03-15 21:30:09,2016-03-18 08:05:28,2016-03-18 08:13:28,677,58,0.26537298387096775,0,3,8,3,66341.61666665,3515.3166666666666,485.46666666666664,5,{'lifecycle:transition': 'complete'},deviant
102603,Validar solicitud,2016-03-18 00:21:31,2016-03-18 06:50:05,2016-03-18 08:52:02,1707,73,0.24168346774193547,0,3,6,3,66266.23333331668,388.6,410.0833333333333,5,{'lifecycle:transition': 'complete'},regular
102651,Validar solicitud,2016-03-17 22:03:09,2016-03-18 09:18:47,2016-03-18 09:22:42,22475,73,0.24168346774193547,0,3,9,3,66414.93333331667,675.7,558.7833333333333,5,{'lifecycle:transition': 'complete'},deviant
102351,Cancelar Solicitud,2016-03-17 16:38:35,2016-03-18 09:22:42,2016-03-18 09:22:42,22475,68,0.26537298387096775,0,4,9,3,66417.69999998334,1002.9666666666667,561.55,5,{'lifecycle:transition': 'complete'},deviant
102951,Traer informacion estudiante - banner,2016-03-18 10:14:13,2016-03-18 10:14:13,2016-03-18 10:14:13,8824,70,0.0,0,1,10,3,66470.36666665,66470.36666665,614.2166666666667,5,{'lifecycle:transition': 'complete'},regular
102358,Homologacion por grupo de cursos,2016-03-18 00:48:40,2016-03-18 03:25:34,2016-03-18 10:20:12,19019,73,0.5632560483870968,0,5,3,3,66061.71666665,322.78333333333336,205.56666666666666,5,{'lifecycle:transition': 'complete'},regular
102952,Traer informacion estudiante - banner,2016-03-18 10:23:18,2016-03-18 10:23:18,2016-03-18 10:23:18,8824,71,0.0,0,1,10,3,66479.44999998334,66479.44999998334,623.3,5,{'lifecycle:transition': 'complete'},regular
102953,Traer informacion estudiante - banner,2016-03-18 10:27:08,2016-03-18 10:27:08,2016-03-18 10:27:08,8824,72,0.0,0,1,10,3,66483.28333331666,66483.28333331666,627.1333333333333,5,{'lifecycle:transition': 'complete'},regular
102002,Notificacion estudiante cancelacion soli,2016-03-15 22:47:46,2016-03-18 10:47:08,2016-03-18 10:47:08,1,59,0.0,0,3,10,3,66503.28333331666,3599.366666666667,647.1333333333333,5,{'lifecycle:transition': 'complete'},deviant
102601,Validar solicitud,2016-03-18 00:32:04,2016-03-18 08:52:02,2016-03-18 10:54:10,1707,73,0.24168346774193547,0,3,7,3,66298.46666665,410.3666666666667,442.31666666666666,5,{'lifecycle:transition': 'complete'},regular
102358,Evaluacion curso,2016-03-18 10:20:12,2016-03-18 10:42:37,2016-03-18 11:00:43,22534,70,0.07787298387096774,0,6,10,3,66498.76666665,437.05,642.6166666666667,5,{'lifecycle:transition': 'complete'},regular
102951,Radicar Solicitud Homologacion,2016-03-18 10:14:13,2016-03-18 11:14:09,2016-03-18 11:14:13,8824,70,0.10231854838709678,0,2,11,3,66530.29999998334,59.93333333333333,674.15,5,{'lifecycle:transition': 'complete'},regular
102952,Radicar Solicitud Homologacion,2016-03-18 10:23:18,2016-03-18 11:20:42,2016-03-18 11:20:44,8824,71,0.10231854838709678,0,2,11,3,66536.84999998334,57.4,680.7,5,{'lifecycle:transition': 'complete'},regular
102953,Radicar Solicitud Homologacion,2016-03-18 10:27:08,2016-03-18 11:22:04,2016-03-18 11:22:05,8824,72,0.10231854838709678,0,2,11,3,66538.21666665,54.93333333333333,682.0666666666667,5,{'lifecycle:transition': 'complete'},regular
102602,Revisar curso,2016-03-18 07:22:58,2016-03-18 11:58:37,2016-03-18 11:58:37,677,71,0.04788306451612903,1,4,11,3,66574.76666665,289.65,718.6166666666667,5,{'lifecycle:transition': 'complete'},regular
102602,Evaluacion curso,2016-03-18 11:58:37,2016-03-18 12:20:48,2016-03-18 12:20:48,3445,71,0.07787298387096774,0,5,12,3,66596.94999998334,22.183333333333334,740.8,5,{'lifecycle:transition': 'complete'},regular
102652,Cancelar Solicitud,2016-03-17 22:08:39,2016-03-18 12:43:10,2016-03-18 12:45:58,5506,73,0.26537298387096775,0,3,12,3,66619.31666665,874.6166666666667,763.1666666666666,5,{'lifecycle:transition': 'complete'},deviant
102602,Homologacion por grupo de cursos,2016-03-18 12:20:48,2016-03-18 12:20:52,2016-03-18 13:09:04,3445,71,0.5632560483870968,0,6,12,3,66597.01666665,0.06666666666666667,740.8666666666667,5,{'lifecycle:transition': 'complete'},regular
102557,Validar solicitud,2016-03-17 21:24:21,2016-03-18 09:31:25,2016-03-18 13:43:25,186,72,0.24168346774193547,0,3,9,3,66427.56666665,727.0666666666667,571.4166666666666,5,{'lifecycle:transition': 'complete'},deviant
102602,Validacion final,2016-03-18 13:09:04,2016-03-18 13:09:08,2016-03-18 13:55:24,677,71,0.010080645161290322,0,7,13,3,66645.28333331666,48.266666666666666,789.1333333333333,5,{'lifecycle:transition': 'complete'},regular
102602,Visto Bueno Cierre Proceso,2016-03-18 13:55:24,2016-03-18 13:55:28,2016-03-18 13:57:23,3445,71,0.03276209677419355,0,8,13,3,66691.61666665,46.333333333333336,835.4666666666667,5,{'lifecycle:transition': 'complete'},regular
102603,Revisar curso,2016-03-18 08:52:02,2016-03-18 13:39:35,2016-03-18 15:08:28,1707,70,0.04788306451612903,1,4,13,3,66675.73333331668,409.5,819.5833333333334,5,{'lifecycle:transition': 'complete'},regular
102556,Cancelar Solicitud,2016-03-17 21:07:51,2016-03-18 13:25:28,2016-03-18 15:24:25,22475,72,0.26537298387096775,0,3,13,3,66661.61666665,977.6166666666667,805.4666666666667,5,{'lifecycle:transition': 'complete'},deviant
102951,Validar solicitud,2016-03-18 11:14:13,2016-03-18 15:18:00,2016-03-18 15:28:41,677,71,0.24168346774193547,0,3,15,3,66774.14999998333,243.85,918.0,5,{'lifecycle:transition': 'complete'},regular
102952,Validar solicitud,2016-03-18 11:20:44,2016-03-18 15:28:41,2016-03-18 15:39:15,677,71,0.24168346774193547,0,3,15,3,66779.46666665,242.61666666666667,923.3166666666667,5,{'lifecycle:transition': 'complete'},regular
102953,Validar solicitud,2016-03-18 11:22:05,2016-03-18 15:39:15,2016-03-18 15:49:46,677,71,0.24168346774193547,0,3,15,3,66779.64999998333,241.43333333333334,923.5,5,{'lifecycle:transition': 'complete'},regular
103102,Traer informacion estudiante - banner,2016-03-18 15:49:47,2016-03-18 15:49:47,2016-03-18 15:49:47,22829,71,0.0,0,1,15,3,66805.93333331667,66805.93333331667,949.7833333333333,5,{'lifecycle:transition': 'complete'},deviant
102001,Evaluacion curso,2016-03-17 21:38:14,2016-03-18 10:20:12,2016-03-18 16:10:12,19019,72,0.07787298387096774,0,6,3,3,66095.13333331667,733.15,238.98333333333332,5,{'lifecycle:transition': 'complete'},regular
103051,Traer informacion estudiante - banner,2016-03-18 16:11:15,2016-03-18 16:11:15,2016-03-18 16:11:15,8064,72,0.0,0,1,16,3,66827.39999998333,66827.39999998333,971.25,5,{'lifecycle:transition': 'complete'},deviant
102751,Cancelar Solicitud,2016-03-18 05:04:05,2016-03-18 16:21:34,2016-03-18 16:24:41,8064,72,0.26537298387096775,0,3,16,3,66837.71666665,679.5,981.5666666666667,5,{'lifecycle:transition': 'complete'},deviant
103052,Traer informacion estudiante - banner,2016-03-18 16:28:46,2016-03-18 16:28:46,2016-03-18 16:28:46,8064,73,0.0,0,1,16,3,66844.91666665001,66844.91666665001,988.7666666666667,5,{'lifecycle:transition': 'complete'},deviant
102601,Revisar curso,2016-03-18 10:54:10,2016-03-18 15:08:28,2016-03-18 16:37:21,1707,71,0.04788306451612903,0,4,14,3,66752.48333331668,454.01666666666665,896.3333333333334,5,{'lifecycle:transition': 'complete'},regular
102501,Revisar curso,2016-03-18 02:32:26,2016-03-18 16:10:12,2016-03-18 17:08:57,19019,72,0.04788306451612903,0,4,6,3,66236.19999998334,304.85,380.05,5,{'lifecycle:transition': 'complete'},regular
103053,Traer informacion estudiante - banner,2016-03-18 17:10:34,2016-03-18 17:10:34,2016-03-18 17:10:34,11611,74,0.0,0,1,17,3,66886.71666665,66886.71666665,1030.5666666666666,5,{'lifecycle:transition': 'complete'},deviant
103102,Radicar Solicitud Homologacion,2016-03-18 15:49:47,2016-03-18 16:56:12,2016-03-18 17:12:07,22829,71,0.10231854838709678,0,2,16,3,66872.34999998334,66.41666666666667,1016.2,5,{'lifecycle:transition': 'complete'},deviant
103051,Radicar Solicitud Homologacion,2016-03-18 16:11:15,2016-03-18 17:15:02,2016-03-18 17:15:19,8064,72,0.10231854838709678,0,2,17,3,66891.18333331667,63.78333333333333,1035.0333333333333,5,{'lifecycle:transition': 'complete'},deviant
103054,Traer informacion estudiante - banner,2016-03-18 17:28:56,2016-03-18 17:28:56,2016-03-18 17:28:56,9404,75,0.0,0,1,17,3,66905.08333331667,66905.08333331667,1048.9333333333334,5,{'lifecycle:transition': 'complete'},deviant
103052,Radicar Solicitud Homologacion,2016-03-18 16:28:46,2016-03-18 17:53:51,2016-03-18 17:53:58,8064,73,0.10231854838709678,0,2,17,3,66929.99999998334,85.08333333333333,1073.85,5,{'lifecycle:transition': 'complete'},deviant
102603,Homologacion por grupo de cursos,2016-03-18 15:08:28,2016-03-18 16:21:27,2016-03-18 18:29:27,15930,70,0.5632560483870968,0,5,16,3,66837.59999998334,161.86666666666667,981.45,5,{'lifecycle:transition': 'complete'},regular
102358,Validacion final,2016-03-18 11:00:43,2016-03-18 17:08:57,2016-03-18 18:38:50,19019,71,0.010080645161290322,1,7,11,3,66516.93333331667,18.166666666666668,660.7833333333333,5,{'lifecycle:transition': 'complete'},regular
101552,Validar solicitud / pre-homologacion,2016-03-17 14:35:43,2016-03-18 18:38:50,2016-03-18 18:38:50,19019,69,0.012852822580645162,2,5,16,3,66839.84999998334,1991.0833333333333,983.7,5,{'lifecycle:transition': 'complete'},deviant
101551,Validar solicitud / pre-homologacion,2016-03-17 14:22:18,2016-03-18 18:38:50,2016-03-18 18:38:50,19019,69,0.012852822580645162,7,5,16,3,66846.33333331667,2042.9833333333333,990.1833333333333,5,{'lifecycle:transition': 'complete'},deviant
103053,Radicar Solicitud Homologacion,2016-03-18 17:10:34,2016-03-18 18:41:03,2016-03-18 18:41:29,11611,74,0.10231854838709678,0,2,18,3,66977.19999998334,90.48333333333333,1121.05,5,{'lifecycle:transition': 'complete'},deviant
102554,Notificacion estudiante cancelacion soli,2016-03-17 20:42:15,2016-03-18 18:52:22,2016-03-18 18:52:22,677,72,0.0,0,4,18,3,66988.51666665,1342.1166666666666,1132.3666666666666,5,{'lifecycle:transition': 'complete'},deviant
103054,Radicar Solicitud Homologacion,2016-03-18 17:28:56,2016-03-18 18:56:25,2016-03-18 18:57:16,9404,75,0.10231854838709678,0,2,18,3,66992.56666665,87.48333333333333,1136.4166666666667,5,{'lifecycle:transition': 'complete'},deviant
102951,Revisar curso,2016-03-18 15:28:41,2016-03-18 19:32:24,2016-03-18 19:32:24,677,70,0.04788306451612903,2,4,19,3,67028.54999998334,254.4,1172.4,5,{'lifecycle:transition': 'complete'},regular
102001,Validacion final,2016-03-18 16:10:12,2016-03-18 19:33:40,2016-03-18 19:35:52,18929,71,0.010080645161290322,0,7,19,3,67029.81666665,934.6833333333333,1173.6666666666667,5,{'lifecycle:transition': 'complete'},regular
102952,Revisar curso,2016-03-18 15:39:15,2016-03-18 19:40:17,2016-03-18 19:40:17,677,70,0.04788306451612903,1,4,19,3,67036.43333331667,256.96666666666664,1180.2833333333333,5,{'lifecycle:transition': 'complete'},regular
102953,Revisar curso,2016-03-18 15:49:46,2016-03-18 19:48:07,2016-03-18 19:48:07,677,70,0.04788306451612903,0,4,19,3,67044.26666665,264.6166666666667,1188.1166666666666,5,{'lifecycle:transition': 'complete'},regular
102358,Visto Bueno Cierre Proceso,2016-03-18 18:38:50,2016-03-18 18:38:54,2016-03-18 20:59:38,19019,75,0.03276209677419355,2,8,18,3,66975.04999998334,458.1166666666667,1118.9,5,{'lifecycle:transition': 'complete'},regular
102001,Visto Bueno Cierre Proceso,2016-03-18 19:35:52,2016-03-18 21:19:44,2016-03-18 21:19:55,957,72,0.03276209677419355,0,8,21,3,67135.88333331667,106.06666666666666,1279.7333333333333,5,{'lifecycle:transition': 'complete'},regular
102557,Homologacion por grupo de cursos,2016-03-18 13:43:25,2016-03-18 21:04:45,2016-03-18 21:20:20,186,71,0.5632560483870968,0,4,21,3,67120.89999998333,693.3333333333334,1264.75,5,{'lifecycle:transition': 'complete'},deviant
101301,Notificacion estudiante cancelacion soli,2016-03-15 13:43:40,2016-03-18 23:01:25,2016-03-18 23:01:25,22475,51,0.0,0,6,23,3,67237.56666665,5271.35,1381.4166666666667,5,{'lifecycle:transition': 'complete'},deviant
102501,Homologacion por grupo de cursos,2016-03-18 17:08:57,2016-03-18 18:51:13,2016-03-18 23:37:04,3445,73,0.5632560483870968,0,5,18,3,66987.36666665,751.1666666666666,1131.2166666666667,5,{'lifecycle:transition': 'complete'},regular
102951,Evaluacion curso,2016-03-18 19:32:24,2016-03-18 23:37:04,2016-03-18 23:37:04,3445,72,0.07787298387096774,0,5,19,3,67028.61666665,0.06666666666666667,1172.4666666666667,5,{'lifecycle:transition': 'complete'},regular
102952,Evaluacion curso,2016-03-18 19:40:17,2016-03-18 23:37:04,2016-03-18 23:37:04,3445,72,0.07787298387096774,1,5,19,3,67036.49999998334,0.06666666666666667,1180.35,5,{'lifecycle:transition': 'complete'},regular
102953,Evaluacion curso,2016-03-18 19:48:07,2016-03-18 23:37:04,2016-03-18 23:51:33,3445,72,0.07787298387096774,2,5,19,3,67044.33333331667,0.06666666666666667,1188.1833333333334,5,{'lifecycle:transition': 'complete'},regular
102951,Homologacion por grupo de cursos,2016-03-18 23:37:04,2016-03-18 23:51:33,2016-03-19 00:39:45,3445,68,0.5632560483870968,2,6,23,3,67273.28333331666,244.66666666666666,1417.1333333333334,5,{'lifecycle:transition': 'complete'},regular
102601,Homologacion por grupo de cursos,2016-03-18 16:37:21,2016-03-18 18:29:27,2016-03-19 00:56:09,15930,73,0.5632560483870968,0,5,18,3,66941.61666665,189.13333333333333,1085.4666666666667,5,{'lifecycle:transition': 'complete'},regular
