caseid,task,arrive:timestamp,start:timestamp,time:timestamp,role,open_cases,st_tsk_wip,queue,event_nr,hour,month,timesincecasestart,timesincelastevent,timesincemidnight,weekday,attrib_trace,label
176,Analyze Purchase Requisition,2011-01-13 00:16:09,2011-01-16 04:10:52,2011-01-16 04:18:52,Maris Freeman,189,0.03333962976955043,0,2,4,1,21850.866666666665,4605.716666666666,250.86666666666667,7,{'lifecycle:transition': 'complete'},deviant
18,Release Purchase Order,2011-01-15 21:44:33,2011-01-16 04:54:30,2011-01-16 04:55:30,Anne Olwada,208,0.032489610880241784,0,13,4,1,21894.5,1917.95,294.5,7,{'lifecycle:transition': 'complete'},deviant
117,Create Quotation comparison Map,2011-01-15 03:18:23,2011-01-15 23:16:14,2011-01-16 04:57:14,Karel de Groot,205,0.4004533434076313,18,6,15,1,21067.0,1641.9833333333333,907.0,6,{'lifecycle:transition': 'complete'},deviant
119,Create Quotation comparison Map,2011-01-15 06:55:52,2011-01-16 04:07:14,2011-01-16 05:40:14,Magdalena Predutta,205,0.4004533434076313,7,6,20,1,21371.333333333332,1272.8166666666666,1211.3333333333333,6,{'lifecycle:transition': 'complete'},deviant
176,Create Request for Quotation,2011-01-16 04:18:52,2011-01-16 05:50:21,2011-01-16 05:51:21,Heinz Gutschmidt,207,0.04731771817151492,0,3,5,1,21950.35,99.48333333333333,350.35,7,{'lifecycle:transition': 'complete'},deviant
138,Send Request for Quotation to Supplier,2011-01-14 20:38:02,2011-01-16 05:40:14,2011-01-16 06:08:14,Magdalena Predutta,200,0.07225160559123536,4,4,23,1,21581.2,2062.6,1421.2,6,{'lifecycle:transition': 'complete'},deviant
124,Analyze Request for Quotation,2011-01-14 10:58:07,2011-01-16 06:08:14,2011-01-16 06:14:14,Magdalena Predutta,197,0.1774650547789951,8,6,23,1,21590.283333333333,2225.1666666666665,1430.2833333333333,6,{'lifecycle:transition': 'complete'},regular
54,Analyze Quotation Comparison Map,2011-01-15 23:16:14,2011-01-16 06:13:08,2011-01-16 06:32:08,Immanuel Karagianni,207,0.0646014355874575,0,8,6,1,21973.133333333335,984.2666666666667,373.1333333333333,7,{'lifecycle:transition': 'complete'},deviant
37_CF,Create Quotation comparison Map,2011-01-15 11:00:21,2011-01-16 06:14:14,2011-01-16 06:32:14,Magdalena Predutta,206,0.4004533434076313,6,12,23,1,21591.683333333334,1994.0166666666667,1431.6833333333334,6,{'lifecycle:transition': 'complete'},deviant
180,Analyze Purchase Requisition,2011-01-13 02:00:23,2011-01-16 06:34:04,2011-01-16 06:38:04,Francis Odell,190,0.03333962976955043,0,2,6,1,21994.066666666666,4649.683333333333,394.06666666666666,7,{'lifecycle:transition': 'complete'},regular
146,Send Request for Quotation to Supplier,2011-01-15 04:49:29,2011-01-16 06:32:14,2011-01-16 06:52:14,Magdalena Predutta,205,0.07225160559123536,9,5,0,1,21648.2,2324.4,48.2,7,{'lifecycle:transition': 'complete'},regular
133,Analyze Request for Quotation,2011-01-14 12:41:22,2011-01-16 06:52:14,2011-01-16 07:14:14,Magdalena Predutta,198,0.1774650547789951,9,6,0,1,21658.25,2183.883333333333,58.25,7,{'lifecycle:transition': 'complete'},deviant
229,Create Purchase Requisition,2011-01-16 06:34:00,2011-01-16 06:34:00,2011-01-16 07:30:00,Elvira Lores,209,0.1258027956176804,0,1,6,1,21994.0,21994.0,394.0,7,{'lifecycle:transition': 'complete'},deviant
188,Create Request for Quotation,2011-01-13 16:32:25,2011-01-16 07:20:51,2011-01-16 07:33:51,Immanuel Karagianni,194,0.04731771817151492,0,2,7,1,22040.85,3788.4333333333334,440.85,7,{'lifecycle:transition': 'complete'},deviant
182,Analyze Purchase Requisition,2011-01-13 03:20:57,2011-01-16 07:38:06,2011-01-16 07:44:06,Maris Freeman,191,0.03333962976955043,0,2,7,1,22058.1,4623.15,458.1,7,{'lifecycle:transition': 'complete'},regular
155,Analyze Request for Quotation,2011-01-13 18:00:29,2011-01-16 07:14:14,2011-01-16 07:44:14,Magdalena Predutta,194,0.1774650547789951,13,3,2,1,21763.75,3409.266666666667,163.75,7,{'lifecycle:transition': 'complete'},regular
9_CF,Release Supplier's Invoice,2011-01-15 21:59:43,2011-01-16 08:02:35,2011-01-16 08:02:35,Karalda Nimwada,208,0.04127313940309785,0,15,8,1,22082.583333333332,693.9166666666666,482.5833333333333,7,{'lifecycle:transition': 'complete'},deviant
183,Analyze Purchase Requisition,2011-01-13 04:10:11,2011-01-16 08:09:23,2011-01-16 08:16:23,Francis Odell,192,0.03333962976955043,0,2,8,1,22089.383333333335,4581.2,489.3833333333333,7,{'lifecycle:transition': 'complete'},deviant
60_CF,Confirm Purchase Order,2011-01-14 18:55:01,2011-01-15 06:31:46,2011-01-16 08:41:44,Esmana Liubiata,199,0.06752927842840951,1,16,1,1,20239.05,400.4166666666667,79.05,6,{'lifecycle:transition': 'complete'},deviant
9_CF,Settle Dispute With Supplier,2011-01-16 08:02:35,2011-01-16 08:40:28,2011-01-16 08:43:52,Karalda Nimwada,209,0.06582924064979222,0,16,8,1,22120.466666666667,37.88333333333333,520.4666666666667,7,{'lifecycle:transition': 'complete'},deviant
9_CF,Authorize Supplier's Invoice payment,2011-01-16 08:43:52,2011-01-16 08:43:53,2011-01-16 08:46:35,Karalda Nimwada,209,0.0,0,17,8,1,22123.883333333335,3.4166666666666665,523.8833333333333,7,{'lifecycle:transition': 'complete'},deviant
12,Analyze Quotation Comparison Map,2011-01-15 02:36:02,2011-01-16 08:41:44,2011-01-16 08:48:44,Esmana Liubiata,205,0.0646014355874575,3,14,9,1,20740.55,956.9666666666667,580.55,6,{'lifecycle:transition': 'complete'},deviant
16,Create Quotation comparison Map,2011-01-14 05:50:27,2011-01-16 03:20:28,2011-01-16 08:49:28,Francois de Perrier,196,0.4004533434076313,10,11,4,1,20401.7,1884.5,241.7,6,{'lifecycle:transition': 'complete'},regular
33,Analyze Quotation Comparison Map,2011-01-15 08:46:09,2011-01-16 08:48:44,2011-01-16 08:56:44,Esmana Liubiata,207,0.0646014355874575,0,9,15,1,21098.3,820.75,938.3,6,{'lifecycle:transition': 'complete'},deviant
39,Analyze Request for Quotation,2011-01-13 14:22:07,2011-01-16 08:49:28,2011-01-16 09:07:28,Francois de Perrier,193,0.1774650547789951,1,6,4,1,20443.133333333335,2310.016666666667,283.1333333333333,6,{'lifecycle:transition': 'complete'},deviant
21_CF,Confirm Purchase Order,2011-01-08 11:36:26,2011-01-15 15:50:06,2011-01-16 09:09:50,Carmen Finacse,138,0.06752927842840951,1,10,7,1,11957.333333333334,1196.0833333333333,437.3333333333333,7,{'lifecycle:transition': 'complete'},deviant
227,Create Purchase Requisition,2011-01-16 04:30:11,2011-01-16 08:56:44,2011-01-16 09:13:44,Esmana Liubiata,208,0.1258027956176804,2,1,4,1,21870.183333333334,21870.183333333334,270.18333333333334,7,{'lifecycle:transition': 'complete'},regular
9_CF,Pay Invoice,2011-01-16 08:46:35,2011-01-16 09:12:58,2011-01-16 09:19:09,Pedro Alvares,209,0.055817907064601435,0,18,9,1,22152.966666666667,29.083333333333332,552.9666666666667,7,{'lifecycle:transition': 'complete'},deviant
47,Analyze Quotation Comparison Map,2011-01-16 02:01:23,2011-01-16 09:04:05,2011-01-16 09:25:05,Elvira Lores,206,0.0646014355874575,0,7,9,1,22144.083333333332,2510.9,544.0833333333334,7,{'lifecycle:transition': 'complete'},deviant
180,Create Request for Quotation,2011-01-16 06:38:04,2011-01-16 09:22:49,2011-01-16 09:25:49,Maris Freeman,209,0.04731771817151492,0,3,9,1,22162.816666666666,168.75,562.8166666666667,7,{'lifecycle:transition': 'complete'},regular
132,Send Request for Quotation to Supplier,2011-01-14 04:22:43,2011-01-16 09:07:28,2011-01-16 09:33:28,Francois de Perrier,196,0.07225160559123536,9,4,5,1,20495.35,2340.1666666666665,335.35,6,{'lifecycle:transition': 'complete'},regular
28,Analyze Quotation Comparison Map,2011-01-16 02:26:38,2011-01-16 09:28:23,2011-01-16 09:46:23,Alberto Duport,206,0.0646014355874575,0,11,9,1,22168.383333333335,1120.0333333333333,568.3833333333333,7,{'lifecycle:transition': 'complete'},deviant
39,Amend Request for Quotation,2011-01-16 09:07:28,2011-01-16 09:36:25,2011-01-16 09:50:25,Penn Osterwalder,209,0.057329051756705704,0,7,9,1,22176.416666666668,1733.2833333333333,576.4166666666666,7,{'lifecycle:transition': 'complete'},deviant
230,Create Purchase Requisition,2011-01-16 09:23:41,2011-01-16 09:23:41,2011-01-16 09:53:41,Fjodor Kowalski,209,0.1258027956176804,0,1,9,1,22163.683333333334,22163.683333333334,563.6833333333333,7,{'lifecycle:transition': 'complete'},deviant
31,Create Quotation comparison Map,2011-01-14 16:20:28,2011-01-16 04:57:14,2011-01-16 09:58:14,Karel de Groot,199,0.4004533434076313,9,8,15,1,21097.433333333334,2398.733333333333,937.4333333333333,6,{'lifecycle:transition': 'complete'},deviant
10_CF,Analyze Quotation Comparison Map,2011-01-16 04:07:14,2011-01-16 10:18:26,2011-01-16 10:19:59,Alberto Duport,207,0.0646014355874575,0,7,10,1,22218.433333333334,1026.15,618.4333333333333,7,{'lifecycle:transition': 'complete'},deviant
182,Create Request for Quotation,2011-01-16 07:44:06,2011-01-16 10:27:07,2011-01-16 10:28:07,Maris Freeman,209,0.04731771817151492,0,3,10,1,22227.116666666665,169.01666666666668,627.1166666666667,7,{'lifecycle:transition': 'complete'},regular
12,Choose best option,2011-01-16 08:48:44,2011-01-16 10:49:42,2011-01-16 10:49:42,Immanuel Karagianni,209,0.0,0,15,10,1,22249.7,1509.15,649.7,7,{'lifecycle:transition': 'complete'},deviant
183,Create Request for Quotation,2011-01-16 08:16:23,2011-01-16 10:58:37,2011-01-16 11:01:37,Heinz Gutschmidt,209,0.04731771817151492,0,3,10,1,22258.616666666665,169.23333333333332,658.6166666666667,7,{'lifecycle:transition': 'complete'},deviant
37,Create Quotation comparison Map,2011-01-16 03:49:38,2011-01-16 07:44:14,2011-01-16 11:31:14,Magdalena Predutta,207,0.4004533434076313,8,10,4,1,21840.233333333334,667.7833333333333,240.23333333333332,7,{'lifecycle:transition': 'complete'},deviant
117,Analyze Quotation Comparison Map,2011-01-16 04:57:14,2011-01-16 11:28:44,2011-01-16 11:42:44,Alberto Duport,208,0.0646014355874575,0,7,11,1,22288.733333333334,1221.7333333333333,688.7333333333333,7,{'lifecycle:transition': 'complete'},deviant
32_CF,Create Quotation comparison Map,2011-01-15 17:43:43,2011-01-16 11:31:14,2011-01-16 11:47:15,Magdalena Predutta,206,0.4004533434076313,5,12,4,1,21855.766666666666,1420.1166666666666,255.76666666666668,7,{'lifecycle:transition': 'complete'},deviant
189,Create Request for Quotation,2011-01-13 19:57:04,2011-01-16 11:47:56,2011-01-16 11:57:56,Penn Osterwalder,195,0.04731771817151492,0,2,11,1,22307.933333333334,3840.866666666667,707.9333333333333,7,{'lifecycle:transition': 'complete'},deviant
13,Create Quotation comparison Map,2011-01-15 03:58:29,2011-01-16 09:58:14,2011-01-16 12:02:14,Karel de Groot,205,0.4004533434076313,18,11,16,1,21129.4,1932.4,969.4,6,{'lifecycle:transition': 'complete'},regular
6_CF,Choose best option,2011-01-15 21:33:39,2011-01-16 03:33:33,2011-01-16 12:03:41,Clement Duchot,207,0.0,0,8,3,1,21813.55,360.28333333333336,213.55,7,{'lifecycle:transition': 'complete'},deviant
28,Choose best option,2011-01-16 09:46:23,2011-01-16 12:07:59,2011-01-16 12:07:59,Esmana Liubiata,209,0.0,0,12,12,1,22327.983333333334,159.6,727.9833333333333,7,{'lifecycle:transition': 'complete'},deviant
120,Analyze Request for Quotation,2011-01-14 04:36:55,2011-01-16 12:02:14,2011-01-16 12:32:14,Karel de Groot,196,0.1774650547789951,2,6,16,1,21139.183333333334,2156.266666666667,979.1833333333333,6,{'lifecycle:transition': 'complete'},deviant
119,Analyze Quotation Comparison Map,2011-01-16 05:40:14,2011-01-16 12:24:44,2011-01-16 12:33:44,Alberto Duport,208,0.0646014355874575,0,7,12,1,22344.733333333334,973.4,744.7333333333333,7,{'lifecycle:transition': 'complete'},deviant
120,Amend Request for Quotation,2011-01-16 12:32:14,2011-01-16 12:46:35,2011-01-16 12:54:35,Tesca Lobes,209,0.057329051756705704,0,7,12,1,22366.583333333332,1227.4,766.5833333333334,7,{'lifecycle:transition': 'complete'},deviant
155,Amend Request for Quotation,2011-01-16 07:44:14,2011-01-16 13:02:57,2011-01-16 13:09:57,Immanuel Karagianni,209,0.057329051756705704,0,4,13,1,22382.95,619.2,782.95,7,{'lifecycle:transition': 'complete'},regular
37_CF,Analyze Quotation Comparison Map,2011-01-16 06:32:14,2011-01-16 13:28:11,2011-01-16 13:29:42,Christian Francois,208,0.0646014355874575,0,13,13,1,22408.183333333334,816.5,808.1833333333333,7,{'lifecycle:transition': 'complete'},deviant
195,Create Request for Quotation,2011-01-14 01:21:16,2011-01-16 13:23:09,2011-01-16 13:32:09,Fjodor Kowalski,198,0.04731771817151492,0,2,13,1,22403.15,3608.883333333333,803.15,7,{'lifecycle:transition': 'complete'},deviant
185,Analyze Purchase Requisition,2011-01-13 09:29:30,2011-01-16 13:47:54,2011-01-16 13:51:54,Francis Odell,192,0.03333962976955043,0,2,13,1,22427.9,4626.4,827.9,7,{'lifecycle:transition': 'complete'},deviant
232,Create Purchase Requisition,2011-01-16 13:43:23,2011-01-16 13:43:23,2011-01-16 14:30:23,Immanuel Karagianni,210,0.1258027956176804,0,1,13,1,22423.383333333335,22423.383333333335,823.3833333333333,7,{'lifecycle:transition': 'complete'},regular
119,Choose best option,2011-01-16 12:33:44,2011-01-16 14:41:57,2011-01-16 14:41:57,Penn Osterwalder,209,0.0,0,8,14,1,22481.95,137.21666666666667,881.95,7,{'lifecycle:transition': 'complete'},deviant
117,Choose best option,2011-01-16 11:42:44,2011-01-16 14:52:46,2011-01-16 14:52:46,Alberto Duport,209,0.0,0,8,14,1,22492.766666666666,204.03333333333333,892.7666666666667,7,{'lifecycle:transition': 'complete'},deviant
52_CF,Send Request for Quotation to Supplier,2011-01-15 09:01:38,2011-01-16 12:32:14,2011-01-16 14:55:34,Karel de Groot,207,0.07225160559123536,21,11,17,1,21196.25,844.75,1036.25,6,{'lifecycle:transition': 'complete'},deviant
33,Choose best option,2011-01-16 08:56:44,2011-01-16 15:17:06,2011-01-16 15:17:06,Anne Olwada,209,0.0,0,10,15,1,22517.1,1418.8,917.1,7,{'lifecycle:transition': 'complete'},deviant
145,Analyze Request for Quotation,2011-01-14 05:52:12,2011-01-16 14:55:34,2011-01-16 15:20:34,Karel de Groot,196,0.1774650547789951,3,6,17,1,21199.716666666667,2147.7,1039.7166666666667,6,{'lifecycle:transition': 'complete'},deviant
233,Create Purchase Requisition,2011-01-16 14:39:21,2011-01-16 14:39:21,2011-01-16 15:21:21,Miu Hanwan,211,0.1258027956176804,0,1,14,1,22479.35,22479.35,879.35,7,{'lifecycle:transition': 'complete'},regular
29_CF,Analyze Request for Quotation,2011-01-14 11:43:52,2011-01-16 15:20:34,2011-01-16 15:36:20,Karel de Groot,197,0.1774650547789951,7,10,18,1,21250.066666666666,2681.0,1090.0666666666666,6,{'lifecycle:transition': 'complete'},deviant
54,Choose best option,2011-01-16 06:32:08,2011-01-16 15:36:53,2011-01-16 15:36:53,Fjodor Kowalski,208,0.0,0,9,15,1,22536.883333333335,563.75,936.8833333333333,7,{'lifecycle:transition': 'complete'},deviant
123,Settle Conditions With Supplier,2011-01-14 02:44:55,2011-01-16 09:33:28,2011-01-16 15:52:28,Francois de Perrier,196,0.8897808840196448,9,8,6,1,20579.383333333335,1694.4666666666667,419.3833333333333,6,{'lifecycle:transition': 'complete'},deviant
110,Send Request for Quotation to Supplier,2011-01-14 13:12:27,2011-01-16 15:52:28,2011-01-16 16:08:28,Francois de Perrier,199,0.07225160559123536,5,7,7,1,20618.366666666665,2025.55,458.3666666666667,6,{'lifecycle:transition': 'complete'},deviant
47,Choose best option,2011-01-16 09:25:05,2011-01-16 16:14:08,2011-01-16 16:14:08,Clement Duchot,209,0.0,0,8,16,1,22574.133333333335,430.05,974.1333333333333,7,{'lifecycle:transition': 'complete'},deviant
16,Analyze Quotation Comparison Map,2011-01-16 08:49:28,2011-01-16 15:55:00,2011-01-16 16:25:00,Tesca Lobes,209,0.0646014355874575,0,12,15,1,22555.0,2153.3,955.0,7,{'lifecycle:transition': 'complete'},regular
136,Create Quotation comparison Map,2011-01-15 15:56:38,2011-01-16 11:47:15,2011-01-16 16:26:15,Magdalena Predutta,206,0.4004533434076313,4,6,4,1,21882.1,1165.4166666666667,282.1,7,{'lifecycle:transition': 'complete'},deviant
38,Analyze Request for Quotation,2011-01-13 22:41:37,2011-01-16 16:08:28,2011-01-16 16:31:28,Francois de Perrier,198,0.1774650547789951,7,8,8,1,20645.416666666668,2012.8,485.4166666666667,6,{'lifecycle:transition': 'complete'},regular
185,Create Request for Quotation,2011-01-16 13:51:54,2011-01-16 16:37:12,2011-01-16 16:38:12,Heinz Gutschmidt,210,0.04731771817151492,0,3,16,1,22597.2,169.3,997.2,7,{'lifecycle:transition': 'complete'},deviant
42,Create Purchase Order,2011-01-14 12:47:27,2011-01-16 16:31:28,2011-01-16 16:40:28,Francois de Perrier,198,0.048073290517567056,7,9,8,1,20670.383333333335,2095.016666666667,510.3833333333333,6,{'lifecycle:transition': 'complete'},deviant
27,Approve Purchase Order for payment,2011-01-14 23:02:51,2011-01-16 16:40:28,2011-01-16 16:41:28,Francois de Perrier,202,0.030978466188137516,11,14,11,1,20824.283333333333,722.4333333333333,664.2833333333333,6,{'lifecycle:transition': 'complete'},deviant
125,Analyze Request for Quotation,2011-01-15 00:37:21,2011-01-16 16:26:15,2011-01-16 16:42:15,Magdalena Predutta,203,0.1774650547789951,4,5,5,1,21940.583333333332,1756.2333333333333,340.5833333333333,7,{'lifecycle:transition': 'complete'},deviant
38,Amend Request for Quotation,2011-01-16 16:31:28,2011-01-16 16:57:00,2011-01-16 17:06:00,Penn Osterwalder,211,0.057329051756705704,0,9,16,1,22617.0,1971.5833333333333,1017.0,7,{'lifecycle:transition': 'complete'},regular
125,Amend Request for Quotation,2011-01-16 16:42:15,2011-01-16 16:58:48,2011-01-16 17:11:48,Immanuel Karagianni,211,0.057329051756705704,0,6,16,1,22618.8,678.2166666666667,1018.8,7,{'lifecycle:transition': 'complete'},deviant
31,Analyze Quotation Comparison Map,2011-01-16 09:58:14,2011-01-16 16:53:49,2011-01-16 17:12:49,Miu Hanwan,209,0.0646014355874575,0,9,16,1,22613.816666666666,1516.3833333333334,1013.8166666666667,7,{'lifecycle:transition': 'complete'},deviant
127,Analyze Request for Quotation,2011-01-14 03:47:17,2011-01-16 16:41:28,2011-01-16 17:13:28,Francois de Perrier,196,0.1774650547789951,9,7,14,1,21020.55,2088.266666666667,860.55,6,{'lifecycle:transition': 'complete'},regular
160,Analyze Request for Quotation,2011-01-15 13:31:14,2011-01-16 16:42:15,2011-01-16 17:16:15,Magdalena Predutta,206,0.1774650547789951,7,4,7,1,22032.65,1064.4166666666667,432.65,7,{'lifecycle:transition': 'complete'},deviant
128,Analyze Request for Quotation,2011-01-14 18:00:21,2011-01-16 17:16:15,2011-01-16 17:31:15,Magdalena Predutta,198,0.1774650547789951,8,6,7,1,22039.183333333334,2249.8333333333335,439.18333333333334,7,{'lifecycle:transition': 'complete'},deviant
186,Analyze Purchase Requisition,2011-01-13 13:20:50,2011-01-16 17:40:24,2011-01-16 17:47:24,Maris Freeman,193,0.03333962976955043,0,2,17,1,22660.4,4592.566666666667,1060.4,7,{'lifecycle:transition': 'complete'},deviant
235,Create Purchase Requisition,2011-01-16 17:17:36,2011-01-16 17:17:36,2011-01-16 17:48:36,Anne Olwada,211,0.1258027956176804,0,1,17,1,22637.6,22637.6,1037.6,7,{'lifecycle:transition': 'complete'},regular
35_CF,Authorize Supplier's Invoice payment,2011-01-15 05:31:46,2011-01-16 18:00:31,2011-01-16 18:00:33,Clement Duchot,205,0.0,0,17,18,1,22680.516666666666,3746.016666666667,1080.5166666666667,7,{'lifecycle:transition': 'complete'},deviant
5_CF,Send Request for Quotation to Supplier,2011-01-15 07:11:09,2011-01-16 15:36:20,2011-01-16 18:34:00,Karel de Groot,207,0.07225160559123536,21,11,19,1,21303.866666666665,1077.5333333333333,1143.8666666666666,6,{'lifecycle:transition': 'complete'},deviant
16,Choose best option,2011-01-16 16:25:00,2011-01-16 19:00:15,2011-01-16 19:00:15,Elvira Lores,211,0.0,0,13,19,1,22740.25,185.25,1140.25,7,{'lifecycle:transition': 'complete'},regular
13,Analyze Quotation Comparison Map,2011-01-16 12:02:14,2011-01-16 18:53:39,2011-01-16 19:11:39,Clement Duchot,209,0.0646014355874575,0,12,18,1,22733.65,1604.25,1133.65,7,{'lifecycle:transition': 'complete'},regular
35_CF,Pay Invoice,2011-01-16 18:00:33,2011-01-16 19:31:33,2011-01-16 19:31:33,Pedro Alvares,211,0.055817907064601435,0,18,19,1,22771.55,91.03333333333333,1171.55,7,{'lifecycle:transition': 'complete'},deviant
25,Deliver Goods Services,2011-01-14 20:09:08,2011-01-16 05:04:31,2011-01-16 19:45:31,Karen Clarens,200,2.7682281828485076,0,12,5,1,21904.516666666666,1990.3833333333334,304.51666666666665,7,{'lifecycle:transition': 'complete'},deviant
8_CF,Send Invoice,2011-01-15 18:06:43,2011-01-16 19:45:31,2011-01-16 19:47:51,Karen Clarens,206,0.0,1,14,12,1,22350.933333333334,1838.5166666666667,750.9333333333333,7,{'lifecycle:transition': 'complete'},deviant
19,Release Supplier's Invoice,2011-01-16 04:00:44,2011-01-16 19:57:47,2011-01-16 20:01:47,Karalda Nimwada,207,0.04127313940309785,0,16,19,1,22797.783333333333,957.05,1197.7833333333333,7,{'lifecycle:transition': 'complete'},deviant
19,Authorize Supplier's Invoice payment,2011-01-16 20:01:47,2011-01-16 20:01:48,2011-01-16 20:01:48,Karalda Nimwada,212,0.0,0,17,20,1,22801.8,4.016666666666667,1201.8,7,{'lifecycle:transition': 'complete'},deviant
13,Choose best option,2011-01-16 19:11:39,2011-01-16 20:07:12,2011-01-16 20:07:12,Nico Ojenbeer,211,0.0,0,13,20,1,22807.2,73.55,1207.2,7,{'lifecycle:transition': 'complete'},regular
199,Create Request for Quotation,2011-01-14 10:03:45,2011-01-16 20:13:20,2011-01-16 20:23:20,Penn Osterwalder,197,0.04731771817151492,0,2,20,1,22813.333333333332,3538.5833333333335,1213.3333333333333,7,{'lifecycle:transition': 'complete'},deviant
186,Create Request for Quotation,2011-01-16 17:47:24,2011-01-16 20:35:00,2011-01-16 20:37:00,Francis Odell,211,0.04731771817151492,0,3,20,1,22835.0,174.6,1235.0,7,{'lifecycle:transition': 'complete'},deviant
236,Create Purchase Requisition,2011-01-16 19:45:59,2011-01-16 19:45:59,2011-01-16 20:39:59,Tesca Lobes,212,0.1258027956176804,0,1,19,1,22785.983333333334,22785.983333333334,1185.9833333333333,7,{'lifecycle:transition': 'complete'},regular
12_CF,Send Request for Quotation to Supplier,2011-01-15 11:46:40,2011-01-16 17:31:15,2011-01-16 20:52:54,Magdalena Predutta,205,0.07225160559123536,6,5,8,1,22098.966666666667,2262.9166666666665,498.96666666666664,7,{'lifecycle:transition': 'complete'},deviant
153,Analyze Request for Quotation,2011-01-15 10:07:56,2011-01-16 20:52:54,2011-01-16 21:24:54,Magdalena Predutta,206,0.1774650547789951,5,4,8,1,22105.35,1338.4166666666667,505.35,7,{'lifecycle:transition': 'complete'},deviant
46,Analyze Request for Quotation,2011-01-15 07:12:21,2011-01-16 21:24:54,2011-01-16 21:46:54,Magdalena Predutta,207,0.1774650547789951,6,11,8,1,22133.183333333334,1549.8333333333333,533.1833333333333,7,{'lifecycle:transition': 'complete'},deviant
153,Amend Request for Quotation,2011-01-16 21:24:54,2011-01-16 21:46:10,2011-01-16 21:55:10,Miu Hanwan,212,0.057329051756705704,0,5,21,1,22906.166666666668,800.8166666666667,1306.1666666666667,7,{'lifecycle:transition': 'complete'},deviant
51,Send Request for Quotation to Supplier,2011-01-15 14:49:48,2011-01-16 21:46:54,2011-01-16 22:06:54,Magdalena Predutta,206,0.07225160559123536,6,9,9,1,22142.783333333333,1854.95,542.7833333333333,7,{'lifecycle:transition': 'complete'},deviant
42,Confirm Purchase Order,2011-01-16 16:40:28,2011-01-16 21:47:25,2011-01-16 22:07:25,Sean Manney,211,0.06752927842840951,0,10,21,1,22907.416666666668,2237.0333333333333,1307.4166666666667,7,{'lifecycle:transition': 'complete'},deviant
36,Create Quotation comparison Map,2011-01-15 13:23:10,2011-01-16 18:34:00,2011-01-16 22:35:00,Karel de Groot,205,0.4004533434076313,14,8,3,1,21811.833333333332,1782.1666666666667,211.83333333333334,7,{'lifecycle:transition': 'complete'},deviant
31,Choose best option,2011-01-16 17:12:49,2011-01-16 22:46:09,2011-01-16 22:46:09,Tesca Lobes,211,0.0,0,10,22,1,22966.15,352.3333333333333,1366.15,7,{'lifecycle:transition': 'complete'},deviant
140,Send Request for Quotation to Supplier,2011-01-15 04:24:29,2011-01-16 22:35:00,2011-01-16 22:49:00,Karel de Groot,205,0.07225160559123536,18,4,4,1,21845.95,2634.9666666666667,245.95,7,{'lifecycle:transition': 'complete'},deviant
30,Send Request for Quotation to Supplier,2011-01-15 15:30:38,2011-01-16 22:49:00,2011-01-16 23:05:00,Karel de Groot,206,0.07225160559123536,9,11,4,1,21859.533333333333,1274.0166666666667,259.53333333333336,7,{'lifecycle:transition': 'complete'},regular
19,Pay Invoice,2011-01-16 20:01:48,2011-01-16 23:11:18,2011-01-16 23:17:18,Pedro Alvares,212,0.055817907064601435,0,18,23,1,22991.3,189.5,1391.3,7,{'lifecycle:transition': 'complete'},deviant
21,Analyze Request for Quotation,2011-01-15 08:30:29,2011-01-16 23:05:00,2011-01-16 23:35:00,Karel de Groot,207,0.1774650547789951,22,14,4,1,21883.533333333333,1230.9333333333334,283.53333333333336,7,{'lifecycle:transition': 'complete'},deviant
15_CF,Approve Purchase Order for payment,2011-01-15 18:57:02,2011-01-16 23:35:00,2011-01-16 23:35:00,Karel de Groot,207,0.030978466188137516,9,13,5,1,21908.533333333333,611.8,308.53333333333336,7,{'lifecycle:transition': 'complete'},deviant
136,Analyze Quotation Comparison Map,2011-01-16 16:26:15,2011-01-16 23:09:07,2011-01-16 23:39:07,Penn Osterwalder,211,0.0646014355874575,0,7,23,1,22989.116666666665,1107.0166666666667,1389.1166666666666,7,{'lifecycle:transition': 'complete'},deviant
205,Create Request for Quotation,2011-01-14 13:12:21,2011-01-16 23:38:41,2011-01-16 23:49:41,Fjodor Kowalski,199,0.04731771817151492,0,2,23,1,23018.683333333334,3514.3333333333335,1418.6833333333334,7,{'lifecycle:transition': 'complete'},deviant
27_CF,Analyze Request for Quotation,2011-01-16 03:33:15,2011-01-16 23:35:00,2011-01-16 23:50:21,Karel de Groot,207,0.1774650547789951,8,10,5,1,21926.65,132.63333333333333,326.65,7,{'lifecycle:transition': 'complete'},regular
37_CF,Choose best option,2011-01-16 13:29:42,2011-01-16 15:28:28,2011-01-16 23:52:45,Christian Francois,209,0.0,0,14,15,1,22528.466666666667,120.28333333333333,928.4666666666667,7,{'lifecycle:transition': 'complete'},deviant
193,Create Request for Quotation,2011-01-13 22:40:21,2011-01-16 23:52:45,2011-01-17 00:00:45,Christian Francois,198,0.04731771817151492,0,2,16,1,22583.283333333333,3961.9333333333334,983.2833333333333,7,{'lifecycle:transition': 'complete'},deviant
37,Analyze Quotation Comparison Map,2011-01-16 11:31:14,2011-01-17 00:00:45,2011-01-17 00:14:45,Christian Francois,209,0.0646014355874575,0,11,18,1,22706.6,866.3666666666667,1106.6,7,{'lifecycle:transition': 'complete'},deviant
